OBJECTID,count,sex_class,height,latitude,longitude,location_route,start_date,perch_nest_sub,flight_behaviours,perched_behaviours,distance_m,prefered_name,Raptor Group,Temperature,Cloud,Wind,survey_ID,transect_ID,transect_repeat,season
1244512,1,undetermined,50 - 150 m (at risk colliding with turbines),-32.45407693,137.8529047,Port Augusta,"2/15/2023, 8:47 AM",unspecified,soaring,unspecified,531,Little Eagle,eagles,Warm,Clear,Still,47,PA_2,2,1
1244513,1,undetermined,1 - 20 m (poles / low tree height),-32.47703716,137.8185804,Port Augusta,"2/15/2023, 8:34 AM",small tree,unspecified,just perching,145,Wedge-tailed Eagle,eagles,Warm,Clear,Still,47,PA_2,2,1
1244514,1,undetermined,1 - 20 m (poles / low tree height),-32.47892826,137.8165728,Port Augusta,"2/15/2023, 8:31 AM",small tree,unspecified,just perching,55,Nankeen Kestrel,kesrels,Warm,Clear,Still,47,PA_2,2,1
1244515,1,undetermined,1 - 20 m (poles / low tree height),-32.48192637,137.8142904,Port Augusta,"2/15/2023, 8:29 AM",unspecified,flapping,unspecified,124,Nankeen Kestrel,kesrels,Warm,Clear,Still,47,PA_2,2,1
1244516,1,undetermined,1 - 20 m (poles / low tree height),-32.48327444,137.8044046,Port Augusta,"2/15/2023, 8:25 AM",small tree,unspecified,just perching,15,Nankeen Kestrel,kesrels,Warm,Clear,Still,47,PA_2,2,1
1244517,1,undetermined,1 - 20 m (poles / low tree height),-32.48301216,137.7889136,Port Augusta,"2/15/2023, 8:21 AM",misc. built,unspecified,just perching,63,Nankeen Kestrel,kesrels,Warm,Clear,Still,47,PA_2,2,1
1244494,1,undetermined,1 - 20 m (poles / low tree height),-34.46462366,136.0008365,Tumby Bay,"2/16/2023, 8:15 AM",fence post,unspecified,unspecified,50,Nankeen Kestrel,kesrels,Warm,Overcast,Breeze,49,T_3,2,1
1244495,1,undetermined,1 - 20 m (poles / low tree height),-34.46426975,136.0018392,Tumby Bay,"2/16/2023, 8:14 AM",fence post,unspecified,unspecified,50,Nankeen Kestrel,kesrels,Warm,Overcast,Breeze,49,T_3,2,1
1244496,1,undetermined,1 - 20 m (poles / low tree height),-34.45841862,136.0007879,Tumby Bay,"2/16/2023, 8:11 AM",fence post,unspecified,unspecified,50,Brown Falcon,falcons,Warm,Overcast,Breeze,49,T_3,2,1
1244497,1,undetermined,1 - 20 m (poles / low tree height),-34.45156074,136.0076925,Tumby Bay,"2/16/2023, 8:07 AM",small tree,unspecified,unspecified,60,Brown Falcon,falcons,Warm,Overcast,Breeze,49,T_3,2,1
1244498,1,undetermined,1 - 20 m (poles / low tree height),-34.45138157,136.0517106,Tumby Bay,"2/16/2023, 7:58 AM",unspecified,flapping,unspecified,50,Brown Falcon,falcons,Warm,Overcast,Breeze,49,T_3,2,1
1244499,1,undetermined,1 - 20 m (poles / low tree height),-34.44865743,136.077962,Tumby Bay,"2/16/2023, 7:52 AM",small tree,unspecified,unspecified,60,Nankeen Kestrel,kesrels,Warm,Overcast,Breeze,49,T_3,2,1
1244500,1,undetermined,1 - 20 m (poles / low tree height),-34.44235203,136.0810511,Tumby Bay,"2/16/2023, 7:49 AM",large tree,unspecified,just perching,10,Black-shouldered Kite,kites&others,Warm,Overcast,Breeze,49,T_3,2,1
1244501,1,undetermined,1 - 20 m (poles / low tree height),-34.43669019,136.0844483,Tumby Bay,"2/16/2023, 7:46 AM",small tree,unspecified,unspecified,30,Nankeen Kestrel,kesrels,Warm,Overcast,Breeze,49,T_3,2,1
1244502,1,undetermined,1 - 20 m (poles / low tree height),-34.43073175,136.08742,Tumby Bay,"2/16/2023, 7:40 AM",unspecified,flapping,unspecified,10,Australian Hobby,falcons,Warm,Overcast,Breeze,49,T_3,2,1
1244503,2,undetermined,1 - 20 m (poles / low tree height),-34.4316296,136.0865217,Tumby Bay,"2/16/2023, 7:38 AM",large tree,unspecified,just perching,150,Black-shouldered Kite,kites&others,Warm,Overcast,Breeze,49,T_3,2,1
1244504,2,undetermined,1 - 20 m (poles / low tree height),-34.43032784,136.0879132,Tumby Bay,"2/16/2023, 7:34 AM",unspecified,quartering,unspecified,20,Swamp Harrier,harriers,Warm,Overcast,Breeze,49,T_3,2,1
1244505,1,undetermined,1 - 20 m (poles / low tree height),-34.42914734,136.088944,Tumby Bay,"2/16/2023, 7:31 AM",small tree,unspecified,just perching,50,Brown Falcon,falcons,Warm,Overcast,Breeze,49,T_3,2,1
1244506,1,undetermined,1 - 20 m (poles / low tree height),-34.42908285,136.0887247,Tumby Bay,"2/16/2023, 7:29 AM",unspecified,quartering,unspecified,100,Spotted Harrier,harriers,Warm,Overcast,Breeze,49,T_3,2,1
1244507,1,undetermined,0 m ground level,-34.39873502,136.0852507,Tumby Bay,"2/16/2023, 7:20 AM",unspecified,quartering,unspecified,100,Swamp Harrier,harriers,Warm,Overcast,Breeze,49,T_3,2,1
1244508,1,undetermined,1 - 20 m (poles / low tree height),-34.38846909,136.0922337,Tumby Bay,"2/16/2023, 7:15 AM",small tree,unspecified,just perching,100,Nankeen Kestrel,kesrels,Warm,Overcast,Breeze,49,T_3,2,1
1244488,1,undetermined,1 - 20 m (poles / low tree height),-34.35331287,135.9770123,Tumby Bay,"2/16/2023, 9:19 AM",unspecified,gliding and flapping (directional flight),unspecified,70,Brown Falcon,falcons,Hot,Overcast,Breeze,50,T_2,2,1
1244489,1,undetermined,1 - 20 m (poles / low tree height),-34.33611831,136.001964,Tumby Bay,"2/16/2023, 9:11 AM",unspecified,hovering,unspecified,349,Nankeen Kestrel,kesrels,Hot,Overcast,Breeze,50,T_2,2,1
1244490,1,undetermined,1 - 20 m (poles / low tree height),-34.33913514,136.0096253,Tumby Bay,"2/16/2023, 9:07 AM",unspecified,hovering,unspecified,150,Nankeen Kestrel,kesrels,Hot,Overcast,Breeze,50,T_2,2,1
1244491,1,undetermined,1 - 20 m (poles / low tree height),-34.35201556,136.0425458,Tumby Bay,"2/16/2023, 8:58 AM",unspecified,flapping,unspecified,50,Black-shouldered Kite,kites&others,Hot,Overcast,Breeze,50,T_2,2,1
1244492,1,undetermined,1 - 20 m (poles / low tree height),-34.35831836,136.0551285,Tumby Bay,"2/16/2023, 8:53 AM",unspecified,gliding,unspecified,200,Nankeen Kestrel,kesrels,Hot,Overcast,Breeze,50,T_2,2,1
1244493,1,undetermined,1 - 20 m (poles / low tree height),-34.35981055,136.0795887,Tumby Bay,"2/16/2023, 8:48 AM",overhead lines,unspecified,unspecified,5,Nankeen Kestrel,kesrels,Hot,Overcast,Breeze,50,T_2,2,1
1244480,1,undetermined,1 - 20 m (poles / low tree height),-34.30270684,136.1960301,Tumby Bay,"2/16/2023, 10:36 AM",fence post,unspecified,feeding,15,Nankeen Kestrel,kesrels,Hot,Light Cloud,Breeze,51,T_1,2,1
1244481,1,undetermined,1 - 20 m (poles / low tree height),-34.30937915,136.1861115,Tumby Bay,"2/16/2023, 10:29 AM",small tree,unspecified,unspecified,5,Nankeen Kestrel,kesrels,Hot,Light Cloud,Breeze,51,T_1,2,1
1244482,1,undetermined,1 - 20 m (poles / low tree height),-34.31183485,136.1813336,Tumby Bay,"2/16/2023, 10:27 AM",unspecified,flapping,unspecified,100,Peregrine Falcon ,falcons,Hot,Light Cloud,Breeze,51,T_1,2,1
1244483,1,undetermined,50 - 150 m (at risk colliding with turbines),-34.3135765,136.1609812,Tumby Bay,"2/16/2023, 10:20 AM",unspecified,soaring,unspecified,998,Wedge-tailed Eagle,eagles,Hot,Light Cloud,Breeze,51,T_1,2,1
1244484,1,undetermined,1 - 20 m (poles / low tree height),-34.32416539,136.1553963,Tumby Bay,"2/16/2023, 10:17 AM",unspecified,quartering,unspecified,100,Swamp Harrier,harriers,Hot,Light Cloud,Breeze,51,T_1,2,1
1244485,1,undetermined,1 - 20 m (poles / low tree height),-34.32345511,136.1500201,Tumby Bay,"2/16/2023, 10:14 AM",shrub,unspecified,unspecified,15,Nankeen Kestrel,kesrels,Hot,Light Cloud,Breeze,51,T_1,2,1
1244486,1,undetermined,0 m ground level,-34.32214764,136.1156116,Tumby Bay,"2/16/2023, 10:04 AM",ground,unspecified,feeding,30,Nankeen Kestrel,kesrels,Hot,Light Cloud,Breeze,51,T_1,2,1
1244487,1,undetermined,0 m ground level,-34.36491304,136.0984371,Tumby Bay,"2/16/2023, 9:54 AM",ground,unspecified,foraging,100,Brown Falcon,falcons,Hot,Light Cloud,Breeze,51,T_1,2,1
1370942,1,undetermined,20 - 50 m (pylons / tall tree height),-35.57798226,138.4704988,Victor Harbour,"12/5/2023, 10:37 AM",unspecified,soaring,unspecified,1003,Wedge-tailed Eagle,eagles,Cool,Light Cloud,Still,53,VH_1,3,2
1370941,2,undetermined,20 - 50 m (pylons / tall tree height),-35.50350716,138.760214,Victor Harbour,"12/5/2023, 11:25 AM",unspecified,soaring,unspecified,353,Whistling Kite,kites&others,Cool,Light Cloud,Still,54,VH_3,3,2
1370940,1,undetermined,1 - 20 m (poles / low tree height),-35.23061222,138.8597343,Strathalbyn,"12/6/2023, 9:10 AM",large tree,unspecified,just perching,15,Black-shouldered Kite,kites&others,Cool,Overcast,Still,55,S_1,3,2
1370938,1,undetermined,20 - 50 m (pylons / tall tree height),-35.19802232,138.8881365,Strathalbyn,"12/6/2023, 10:46 AM",unspecified,soaring,unspecified,400,Brown Falcon,falcons,Cool,Overcast,Still,56,S_2,3,2
1370939,1,undetermined,1 - 20 m (poles / low tree height),-35.2276774,138.8958979,Strathalbyn,"12/6/2023, 10:39 AM",overhead lines,unspecified,just perching,114,Nankeen Kestrel,kesrels,Cool,Overcast,Still,56,S_2,3,2
1370929,2,undetermined,1 - 20 m (poles / low tree height),-35.36670946,139.0032191,Strathalbyn,"12/6/2023, 12:23 PM",unspecified,mobbing,unspecified,127,Nankeen Kestrel,kesrels,Warm,Overcast,Still,57,S_3,3,2
1370930,1,undetermined,1 - 20 m (poles / low tree height),-35.36668198,139.0027693,Strathalbyn,"12/6/2023, 12:22 PM",unspecified,soaring,unspecified,116,Brown Goshawk,hawks,Warm,Overcast,Still,57,S_3,3,2
1370931,1,undetermined,1 - 20 m (poles / low tree height),-35.36547197,138.9891348,Strathalbyn,"12/6/2023, 12:13 PM",overhead lines,unspecified,just perching,34,Brown Falcon,falcons,Warm,Overcast,Still,57,S_3,3,2
1370932,1,undetermined,1 - 20 m (poles / low tree height),-35.36323182,138.9665837,Strathalbyn,"12/6/2023, 12:07 PM",unspecified,flapping,unspecified,58,Black-shouldered Kite,kites&others,Warm,Overcast,Still,57,S_3,3,2
1370933,1,undetermined,1 - 20 m (poles / low tree height),-35.36350312,138.9636641,Strathalbyn,"12/6/2023, 12:04 PM",unspecified,gliding,unspecified,76,Nankeen Kestrel,kesrels,Warm,Overcast,Still,57,S_3,3,2
1370934,1,undetermined,20 - 50 m (pylons / tall tree height),-35.34529219,138.9320675,Strathalbyn,"12/6/2023, 11:55 AM",unspecified,soaring,unspecified,68,Nankeen Kestrel,kesrels,Warm,Overcast,Still,57,S_3,3,2
1370935,1,undetermined,20 - 50 m (pylons / tall tree height),-35.33962466,138.9342751,Strathalbyn,"12/6/2023, 11:53 AM",unspecified,soaring,unspecified,385,Brown Falcon,falcons,Warm,Overcast,Still,57,S_3,3,2
1370936,1,undetermined,1 - 20 m (poles / low tree height),-35.33882692,138.9291189,Strathalbyn,"12/6/2023, 11:49 AM",small tree,unspecified,just perching,16,Brown Falcon,falcons,Warm,Overcast,Still,57,S_3,3,2
1370937,1,undetermined,1 - 20 m (poles / low tree height),-35.33829229,138.9244824,Strathalbyn,"12/6/2023, 11:47 AM",large tree,unspecified,just perching,439,Black-shouldered Kite,kites&others,Warm,Overcast,Still,57,S_3,3,2
1370928,1,undetermined,20 - 50 m (pylons / tall tree height),-34.99263316,138.5949679,South Adelaide,"12/7/2023, 9:37 AM",utility pole,unspecified,just perching,231,Peregrine Falcon ,falcons,Cool,Overcast,Breeze,58,SA_1,3,2
1370927,1,undetermined,20 - 50 m (pylons / tall tree height),-35.11143,138.6386576,South Adelaide,"12/7/2023, 11:36 AM",unspecified,soaring,unspecified,491,Wedge-tailed Eagle,eagles,Cool,Overcast,Still,59,SA_2,3,2
1370926,1,undetermined,1 - 20 m (poles / low tree height),-35.15222121,138.52396,South Adelaide,"12/7/2023, 12:20 PM",small tree,unspecified,just perching,81,Nankeen Kestrel,kesrels,Cool,Overcast,Breeze,60,SA_3,3,2
1370922,2,undetermined,20 - 50 m (pylons / tall tree height),-34.43148838,138.9863058,Nuriootpa,"12/11/2023, 10:53 AM",unspecified,soaring,unspecified,132,Square-tailed Kite,kites&others,Warm,Light Cloud,Wind,64,N_3,3,2
1370923,1,undetermined,1 - 20 m (poles / low tree height),-34.40533506,138.9623438,Nuriootpa,"12/11/2023, 10:42 AM",unspecified,hovering,unspecified,291,Nankeen Kestrel,kesrels,Warm,Light Cloud,Wind,64,N_3,3,2
1370924,1,undetermined,1 - 20 m (poles / low tree height),-34.44077884,138.9721953,Nuriootpa,"12/11/2023, 10:21 AM",overhead lines,unspecified,unspecified,46,Nankeen Kestrel,kesrels,Warm,Light Cloud,Wind,64,N_3,3,2
1370925,1,undetermined,20 - 50 m (pylons / tall tree height),-34.45074668,138.9695747,Nuriootpa,"12/11/2023, 10:17 AM",unspecified,unspecified,unspecified,349,Nankeen Kestrel,kesrels,Warm,Light Cloud,Wind,64,N_3,3,2
1370921,2,undetermined,1 - 20 m (poles / low tree height),-34.53074904,139.0467526,Nuriootpa,"12/11/2023, 11:37 AM",unspecified,soaring,unspecified,227,Wedge-tailed Eagle,eagles,Cool,Overcast,Wind,65,N_1,3,2
1370919,1,undetermined,1 - 20 m (poles / low tree height),-34.47618417,139.1323637,Nuriootpa,"12/11/2023, 12:49 PM",unspecified,unspecified,unspecified,57,Black-shouldered Kite,kites&others,Warm,Overcast,Wind,66,N_2,3,2
1370920,1,undetermined,20 - 50 m (pylons / tall tree height),-34.4609337,139.0007887,Nuriootpa,"12/11/2023, 12:24 PM",unspecified,soaring,unspecified,10,Peregrine Falcon ,falcons,Warm,Overcast,Wind,66,N_2,3,2
1370917,1,undetermined,20 - 50 m (pylons / tall tree height),-33.70962619,138.6404682,Clare,"12/12/2023, 9:59 AM",large tree,unspecified,unspecified,550,Nankeen Kestrel,kesrels,Cool,Light Cloud,Breeze,67,C_1,3,2
1370918,1,undetermined,1 - 20 m (poles / low tree height),-33.78223316,138.6294696,Clare,"12/12/2023, 9:40 AM",overhead lines,unspecified,unspecified,137,Black-shouldered Kite,kites&others,Cool,Light Cloud,Breeze,67,C_1,3,2
1370909,1,undetermined,1 - 20 m (poles / low tree height),-33.90231937,138.6931859,Clare,"12/12/2023, 12:04 PM",unspecified,hovering,unspecified,62,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,68,C_2,3,2
1370910,1,undetermined,1 - 20 m (poles / low tree height),-33.89654729,138.6480132,Clare,"12/12/2023, 11:52 AM",unspecified,unspecified,unspecified,65,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,68,C_2,3,2
1370911,1,undetermined,1 - 20 m (poles / low tree height),-33.89600566,138.6445483,Clare,"12/12/2023, 11:50 AM",unspecified,hovering,unspecified,238,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,68,C_2,3,2
1370912,1,undetermined,1 - 20 m (poles / low tree height),-33.89218606,138.6439039,Clare,"12/12/2023, 11:48 AM",unspecified,unspecified,unspecified,209,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,68,C_2,3,2
1370913,1,undetermined,1 - 20 m (poles / low tree height),-33.88242619,138.6413301,Clare,"12/12/2023, 11:43 AM",unspecified,flapping,unspecified,222,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,68,C_2,3,2
1370914,1,undetermined,1 - 20 m (poles / low tree height),-33.8759367,138.643384,Clare,"12/12/2023, 11:40 AM",unspecified,flapping,unspecified,135,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,68,C_2,3,2
1370915,1,undetermined,1 - 20 m (poles / low tree height),-33.87713649,138.640996,Clare,"12/12/2023, 11:39 AM",overhead lines,unspecified,unspecified,192,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,68,C_2,3,2
1370916,1,undetermined,50 - 150 m (at risk colliding with turbines),-33.88695104,138.6349063,Clare,"12/12/2023, 11:37 AM",unspecified,soaring,unspecified,1417,Wedge-tailed Eagle,eagles,Warm,Light Cloud,Breeze,68,C_2,3,2
1370897,1,undetermined,1 - 20 m (poles / low tree height),-33.74763707,138.4981009,Clare,"12/12/2023, 1:25 PM",unspecified,unspecified,unspecified,201,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,69,C_3,3,2
1370898,1,undetermined,1 - 20 m (poles / low tree height),-33.75688113,138.5205455,Clare,"12/12/2023, 1:20 PM",unspecified,hovering,unspecified,206,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,69,C_3,3,2
1370899,1,undetermined,1 - 20 m (poles / low tree height),-33.77940072,138.5559203,Clare,"12/12/2023, 1:09 PM",unspecified,flapping,unspecified,292,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,69,C_3,3,2
1370900,1,undetermined,1 - 20 m (poles / low tree height),-33.78448518,138.557931,Clare,"12/12/2023, 1:05 PM",unspecified,flapping,unspecified,173,Brown Falcon,falcons,Warm,Light Cloud,Breeze,69,C_3,3,2
1370901,1,undetermined,50 - 150 m (at risk colliding with turbines),-33.7984673,138.5751372,Clare,"12/12/2023, 1:00 PM",unspecified,circling,unspecified,1076,Wedge-tailed Eagle,eagles,Warm,Light Cloud,Breeze,69,C_3,3,2
1370902,2,undetermined,50 - 150 m (at risk colliding with turbines),-33.7868025,138.57606,Clare,"12/12/2023, 12:59 PM",unspecified,mobbing,unspecified,241,Brown Falcon,falcons,Warm,Light Cloud,Breeze,69,C_3,3,2
1370903,2,undetermined,1 - 20 m (poles / low tree height),-33.79093239,138.5816282,Clare,"12/12/2023, 12:55 PM",unspecified,unspecified,unspecified,120,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,69,C_3,3,2
1370904,1,undetermined,1 - 20 m (poles / low tree height),-33.793284,138.5798689,Clare,"12/12/2023, 12:54 PM",unspecified,unspecified,unspecified,188,Brown Goshawk,hawks,Warm,Light Cloud,Breeze,69,C_3,3,2
1370905,1,undetermined,50 - 150 m (at risk colliding with turbines),-33.79595678,138.5820178,Clare,"12/12/2023, 12:50 PM",unspecified,thermal soaring,unspecified,0,Wedge-tailed Eagle,eagles,Warm,Light Cloud,Breeze,69,C_3,3,2
1370906,1,undetermined,1 - 20 m (poles / low tree height),-33.79621163,138.5809189,Clare,"12/12/2023, 12:49 PM",large tree,unspecified,just perching,106,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,69,C_3,3,2
1370907,2,undetermined,1 - 20 m (poles / low tree height),-33.79587472,138.5832083,Clare,"12/12/2023, 12:48 PM",unspecified,unspecified,unspecified,111,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,69,C_3,3,2
1370908,1,undetermined,1 - 20 m (poles / low tree height),-33.79719678,138.5831272,Clare,"12/12/2023, 12:46 PM",unspecified,unspecified,unspecified,83,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,69,C_3,3,2
1370892,1,undetermined,1 - 20 m (poles / low tree height),-32.44922518,137.8448147,Port Augusta,"12/13/2023, 9:17 AM",unspecified,gliding and flapping (directional flight),unspecified,379,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,70,PA_2,3,2
1370893,1,undetermined,0 m ground level,-32.45485257,137.8459738,Port Augusta,"12/13/2023, 9:15 AM",unspecified,hovering,unspecified,52,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,70,PA_2,3,2
1370894,1,undetermined,50 - 150 m (at risk colliding with turbines),-32.47197826,137.8059212,Port Augusta,"12/13/2023, 8:59 AM",unspecified,soaring,unspecified,1302,Wedge-tailed Eagle,eagles,Warm,Light Cloud,Breeze,70,PA_2,3,2
1370895,1,undetermined,1 - 20 m (poles / low tree height),-32.48144176,137.8055387,Port Augusta,"12/13/2023, 8:58 AM",unspecified,flapping,unspecified,227,Black Kite,kites&others,Warm,Light Cloud,Breeze,70,PA_2,3,2
1370896,1,undetermined,1 - 20 m (poles / low tree height),-32.48686303,137.7812205,Port Augusta,"12/13/2023, 8:47 AM",unspecified,soaring,unspecified,89,Little Eagle,eagles,Warm,Light Cloud,Breeze,70,PA_2,3,2
1370885,1,undetermined,1 - 20 m (poles / low tree height),-32.5099079,137.8293022,Port Augusta,"12/13/2023, 10:27 AM",unspecified,hovering,unspecified,0,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,71,PA_3,3,2
1370886,1,undetermined,1 - 20 m (poles / low tree height),-32.40519238,137.7619164,Port Augusta,"12/13/2023, 10:23 AM",unspecified,gliding and flapping (directional flight),unspecified,458,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,71,PA_3,3,2
1370887,1,undetermined,1 - 20 m (poles / low tree height),-32.40725026,137.7358622,Port Augusta,"12/13/2023, 10:15 AM",unspecified,hovering,unspecified,178,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,71,PA_3,3,2
1370888,1,undetermined,1 - 20 m (poles / low tree height),-32.40532854,137.7299616,Port Augusta,"12/13/2023, 10:13 AM",unspecified,hovering,unspecified,365,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,71,PA_3,3,2
1370889,1,undetermined,1 - 20 m (poles / low tree height),-32.43681087,137.7152245,Port Augusta,"12/13/2023, 10:06 AM",unspecified,gliding,unspecified,423,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,71,PA_3,3,2
1370890,2,undetermined,1 - 20 m (poles / low tree height),-32.48528815,137.7620867,Port Augusta,"12/13/2023, 9:55 AM",unspecified,flapping,unspecified,329,Black Kite,kites&others,Warm,Light Cloud,Breeze,71,PA_3,3,2
1370891,1,male,1 - 20 m (poles / low tree height),-32.50643269,137.7751202,Port Augusta,"12/13/2023, 9:47 AM",overhead lines,unspecified,plucking,57,Nankeen Kestrel,kesrels,Warm,Light Cloud,Breeze,71,PA_3,3,2
1370882,1,undetermined,1 - 20 m (poles / low tree height),-32.59858778,137.759206,Port Augusta,"12/13/2023, 11:45 AM",unspecified,flapping,unspecified,4,Nankeen Kestrel,kesrels,Hot,Light Cloud,Breeze,72,PA_1,3,2
1370883,1,undetermined,1 - 20 m (poles / low tree height),-32.51986941,137.7217484,Port Augusta,"12/13/2023, 11:26 AM",unspecified,soaring,unspecified,431,Wedge-tailed Eagle,eagles,Hot,Light Cloud,Breeze,72,PA_1,3,2
1370884,2,undetermined,1 - 20 m (poles / low tree height),-32.5117471,137.7313358,Port Augusta,"12/13/2023, 11:23 AM",unspecified,hovering,unspecified,61,Nankeen Kestrel,kesrels,Hot,Light Cloud,Breeze,72,PA_1,3,2
1371284,1,undetermined,1 - 20 m (poles / low tree height),-34.65925542,135.813221,Port Lincoln,"12/14/2023, 10:17 AM",unspecified,hovering,unspecified,119,Nankeen Kestrel,kesrels,Cool,Overcast,Breeze,73,PL_1,3,2
1371285,1,undetermined,1 - 20 m (poles / low tree height),-34.67540858,135.8018843,Port Lincoln,"12/14/2023, 10:12 AM",unspecified,hovering,unspecified,254,Black-shouldered Kite,kites&others,Cool,Overcast,Breeze,73,PL_1,3,2
1371283,1,undetermined,1 - 20 m (poles / low tree height),-34.79098292,135.8005968,Port Lincoln,"12/14/2023, 11:13 AM",large tree,unspecified,just perching,21,Osprey,kites&others,Warm,Light Cloud,Breeze,74,PL_3,3,2
1371282,1,undetermined,20 - 50 m (pylons / tall tree height),-34.72972857,135.8101297,Port Lincoln,"12/14/2023, 11:53 AM",unspecified,flapping,unspecified,251,Wedge-tailed Eagle,eagles,Warm,Light Cloud,Breeze,75,PL_2,3,2
1382901,1,undetermined,1 - 20 m (poles / low tree height),-34.45112396,136.0264315,Tumby Bay,"12/15/2023, 9:09 AM",small tree,unspecified,unspecified,0,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,76,T_3,3,2
1382902,1,undetermined,1 - 20 m (poles / low tree height),-34.45062775,136.044996,Tumby Bay,"12/15/2023, 9:04 AM",unspecified,unspecified,unspecified,49,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,76,T_3,3,2
1382903,3,undetermined,1 - 20 m (poles / low tree height),-34.44822511,136.077952,Tumby Bay,"12/15/2023, 8:55 AM",small tree,unspecified,unspecified,32,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,76,T_3,3,2
1382904,1,undetermined,1 - 20 m (poles / low tree height),-34.44682449,136.0787052,Tumby Bay,"12/15/2023, 8:52 AM",small tree,unspecified,just perching,11,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,76,T_3,3,2
1382905,1,undetermined,0 m ground level,-34.42259177,136.0888627,Tumby Bay,"12/15/2023, 8:43 AM",ground,unspecified,unspecified,121,Swamp Harrier,harriers,Warm,Light Cloud,Still,76,T_3,3,2
1382906,1,undetermined,1 - 20 m (poles / low tree height),-34.3910871,136.0862098,Tumby Bay,"12/15/2023, 8:30 AM",unspecified,flapping,unspecified,304,Black-shouldered Kite,kites&others,Warm,Light Cloud,Still,76,T_3,3,2
1382889,1,undetermined,1 - 20 m (poles / low tree height),-34.36190037,136.0303718,Tumby Bay,"12/15/2023, 10:14 AM",large tree,unspecified,unspecified,49,Australian Hobby,falcons,Warm,Light Cloud,Still,77,T_2,3,2
1382890,1,undetermined,1 - 20 m (poles / low tree height),-34.36267575,136.0362915,Tumby Bay,"12/15/2023, 10:12 AM",unspecified,gliding and flapping (directional flight),unspecified,221,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,77,T_2,3,2
1382891,1,undetermined,1 - 20 m (poles / low tree height),-34.36196333,136.0365497,Tumby Bay,"12/15/2023, 10:11 AM",overhead lines,unspecified,unspecified,199,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,77,T_2,3,2
1382892,1,undetermined,1 - 20 m (poles / low tree height),-34.34396445,136.0229535,Tumby Bay,"12/15/2023, 10:00 AM",unspecified,soaring,unspecified,261,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,77,T_2,3,2
1382893,1,undetermined,20 - 50 m (pylons / tall tree height),-34.34688253,136.0282982,Tumby Bay,"12/15/2023, 9:58 AM",unspecified,hovering,unspecified,267,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,77,T_2,3,2
1382894,1,undetermined,1 - 20 m (poles / low tree height),-34.3480169,136.0319238,Tumby Bay,"12/15/2023, 9:56 AM",misc. built,unspecified,unspecified,64,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,77,T_2,3,2
1382895,1,undetermined,1 - 20 m (poles / low tree height),-34.35474683,136.0522378,Tumby Bay,"12/15/2023, 9:52 AM",unspecified,gliding and flapping (directional flight),unspecified,85,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,77,T_2,3,2
1382896,1,undetermined,1 - 20 m (poles / low tree height),-34.35661379,136.0568408,Tumby Bay,"12/15/2023, 9:50 AM",small tree,unspecified,unspecified,12,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,77,T_2,3,2
1382897,1,undetermined,1 - 20 m (poles / low tree height),-34.35674956,136.0577999,Tumby Bay,"12/15/2023, 9:50 AM",fence post,unspecified,unspecified,0,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,77,T_2,3,2
1382898,1,undetermined,0 m ground level,-34.35809291,136.0707173,Tumby Bay,"12/15/2023, 9:47 AM",ground,unspecified,unspecified,20,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,77,T_2,3,2
