OBJECTID,count,sex_class,height,latitude,longitude,location_route,start_date,perch_nest_sub,flight_behaviours,perched_behaviours,distance_m,prefered_name,Raptor Group,Temperature,Cloud,Wind,survey_ID,transect_ID,transect_repeat,season
1382899,1,undetermined,1 - 20 m (poles / low tree height),-34.36396777,136.0770688,Tumby Bay,"12/15/2023, 9:44 AM",unspecified,gliding and flapping (directional flight),unspecified,92,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,77,T_2,3,2
1382900,1,undetermined,1 - 20 m (poles / low tree height),-34.36466852,136.0753966,Tumby Bay,"12/15/2023, 9:43 AM",overhead lines,unspecified,unspecified,126,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,77,T_2,3,2
1382882,1,undetermined,1 - 20 m (poles / low tree height),-34.30013401,136.1577727,Tumby Bay,"12/15/2023, 11:22 AM",unspecified,gliding and flapping (directional flight),unspecified,87,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,78,T_1,3,2
1382883,1,undetermined,1 - 20 m (poles / low tree height),-34.30083363,136.1626678,Tumby Bay,"12/15/2023, 11:21 AM",overhead lines,unspecified,just perching,122,Brown Falcon,falcons,Warm,Light Cloud,Still,78,T_1,3,2
1382884,1,undetermined,20 - 50 m (pylons / tall tree height),-34.31861237,136.1490083,Tumby Bay,"12/15/2023, 11:11 AM",unspecified,soaring,unspecified,529,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,78,T_1,3,2
1382885,1,undetermined,1 - 20 m (poles / low tree height),-34.3226573,136.1419996,Tumby Bay,"12/15/2023, 11:08 AM",unspecified,flapping,unspecified,76,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,78,T_1,3,2
1382886,1,undetermined,1 - 20 m (poles / low tree height),-34.32298381,136.1203802,Tumby Bay,"12/15/2023, 11:05 AM",small tree,unspecified,unspecified,24,Nankeen Kestrel,kesrels,Warm,Light Cloud,Still,78,T_1,3,2
1382887,3,undetermined,1 - 20 m (poles / low tree height),-34.34359636,136.1029836,Tumby Bay,"12/15/2023, 10:58 AM",fence post,unspecified,plucking,53,Australian Hobby,falcons,Warm,Light Cloud,Still,78,T_1,3,2
1382888,1,undetermined,1 - 20 m (poles / low tree height),-34.35836412,136.0979473,Tumby Bay,"12/15/2023, 10:54 AM",large tree,unspecified,unspecified,221,Australian Hobby,falcons,Warm,Light Cloud,Still,78,T_1,3,2
1398090,1,undetermined,1 - 20 m (poles / low tree height),-35.56736659,138.6093107,Victor Harbour,"2/20/2024, 9:30 AM",large tree,unspecified,just perching,53,Black-shouldered Kite,kites&others,Cool,Overcast,Still,79,VH_1,4,2
1398088,1,undetermined,1 - 20 m (poles / low tree height),-35.49838057,138.5802918,Victor Harbour,"2/20/2024, 11:09 AM",unspecified,flapping,unspecified,200,Black-shouldered Kite,kites&others,Cool,Overcast,Still,80,VH_2,4,2
1398089,1,undetermined,1 - 20 m (poles / low tree height),-35.51024894,138.594519,Victor Harbour,"2/20/2024, 11:04 AM",large tree,unspecified,unspecified,242,Nankeen Kestrel,kesrels,Cool,Overcast,Still,80,VH_2,4,2
1398082,1,undetermined,1 - 20 m (poles / low tree height),-35.48208255,138.7594622,Victor Harbour,"2/20/2024, 12:21 PM",unspecified,hovering,unspecified,938,Nankeen Kestrel,kesrels,Mild,Overcast,Breeze,81,VH_3,4,2
1398083,1,undetermined,20 - 50 m (pylons / tall tree height),-35.48778828,138.7356141,Victor Harbour,"2/20/2024, 12:18 PM",unspecified,soaring,unspecified,2732,Wedge-tailed Eagle,eagles,Mild,Overcast,Breeze,81,VH_3,4,2
1398084,1,undetermined,20 - 50 m (pylons / tall tree height),-35.49425458,138.7519613,Victor Harbour,"2/20/2024, 12:17 PM",unspecified,gliding and flapping (directional flight),unspecified,1115,Whistling Kite,kites&others,Mild,Overcast,Breeze,81,VH_3,4,2
1398085,1,undetermined,20 - 50 m (pylons / tall tree height),-35.49860995,138.7577462,Victor Harbour,"2/20/2024, 12:15 PM",unspecified,soaring,unspecified,659,Wedge-tailed Eagle,eagles,Mild,Overcast,Breeze,81,VH_3,4,2
1398086,1,undetermined,20 - 50 m (pylons / tall tree height),-35.5008232,138.7672137,Victor Harbour,"2/20/2024, 12:12 PM",unspecified,gliding and flapping (directional flight),unspecified,267,Black-shouldered Kite,kites&others,Mild,Overcast,Breeze,81,VH_3,4,2
1398087,1,undetermined,1 - 20 m (poles / low tree height),-35.50754081,138.7062269,Victor Harbour,"2/20/2024, 11:57 AM",unspecified,soaring,unspecified,234,Nankeen Kestrel,kesrels,Mild,Overcast,Breeze,81,VH_3,4,2
1418089,1,undetermined,1 - 20 m (poles / low tree height),-35.36585791,139.0032238,Strathalbyn,"2/21/2024, 9:34 AM",small tree,unspecified,unspecified,21,Black-shouldered Kite,kites&others,Mild,Clear,Still,82,S_3,4,2
1418090,1,undetermined,1 - 20 m (poles / low tree height),-35.3653967,138.9928813,Strathalbyn,"2/21/2024, 9:31 AM",overhead lines,unspecified,unspecified,29,Brown Falcon,falcons,Mild,Clear,Still,82,S_3,4,2
1418091,1,undetermined,1 - 20 m (poles / low tree height),-35.35793072,138.9636693,Strathalbyn,"2/21/2024, 9:24 AM",unspecified,flapping,unspecified,605,Brown Falcon,falcons,Mild,Clear,Still,82,S_3,4,2
1418092,1,undetermined,1 - 20 m (poles / low tree height),-35.3291938,138.9247487,Strathalbyn,"2/21/2024, 9:11 AM",small tree,unspecified,unspecified,35,Black-shouldered Kite,kites&others,Mild,Clear,Still,82,S_3,4,2
1418093,1,undetermined,1 - 20 m (poles / low tree height),-35.31124447,138.919112,Strathalbyn,"2/21/2024, 9:05 AM",large tree,unspecified,unspecified,308,Brown Falcon,falcons,Mild,Clear,Still,82,S_3,4,2
1418094,1,undetermined,1 - 20 m (poles / low tree height),-35.31227998,138.9211167,Strathalbyn,"2/21/2024, 9:01 AM",unspecified,flapping,unspecified,423,Black-shouldered Kite,kites&others,Mild,Clear,Still,82,S_3,4,2
1418088,1,undetermined,1 - 20 m (poles / low tree height),-35.2143848,138.7978004,Strathalbyn,"2/21/2024, 10:15 AM",unspecified,gliding,unspecified,45,Australian Hobby,falcons,Hot,Clear,Breeze,83,S_1,4,2
1418087,2,undetermined,50 - 150 m (at risk colliding with turbines),-35.08667313,138.6259829,South Adelaide,"2/22/2024, 11:12 AM",unspecified,soaring,unspecified,749,Wedge-tailed Eagle,eagles,Warm,Clear,Breeze,86,SA_2,4,2
1418085,1,undetermined,1 - 20 m (poles / low tree height),-34.72827122,138.6239504,North Adelaide,"2/23/2024, 12:31 PM",unspecified,hovering,unspecified,393,Nankeen Kestrel,kesrels,Mild,Overcast,Breeze,90,NA_3,4,2
1418086,1,undetermined,1 - 20 m (poles / low tree height),-34.76138461,138.6194878,North Adelaide,"2/23/2024, 12:13 PM",overhead lines,unspecified,unspecified,63,Black-shouldered Kite,kites&others,Mild,Overcast,Breeze,90,NA_3,4,2
1401727,1,undetermined,1 - 20 m (poles / low tree height),-34.33338786,138.9838883,Nuriootpa,"2/25/2024, 9:59 AM",fence post,unspecified,just perching,293,Nankeen Kestrel,kesrels,Cool,Clear,Still,91,N_3,4,2
1401728,1,undetermined,1 - 20 m (poles / low tree height),-34.35766096,138.999255,Nuriootpa,"2/25/2024, 9:49 AM",unspecified,hovering,unspecified,342,Nankeen Kestrel,kesrels,Cool,Clear,Still,91,N_3,4,2
1401729,1,undetermined,1 - 20 m (poles / low tree height),-34.37370716,138.9936341,Nuriootpa,"2/25/2024, 9:41 AM",unspecified,hovering,unspecified,220,Nankeen Kestrel,kesrels,Cool,Clear,Still,91,N_3,4,2
1401730,1,undetermined,20 - 50 m (pylons / tall tree height),-34.40659506,138.9871176,Nuriootpa,"2/25/2024, 9:27 AM",unspecified,gliding,unspecified,230,Brown Falcon,falcons,Cool,Clear,Still,91,N_3,4,2
1401731,1,undetermined,20 - 50 m (pylons / tall tree height),-34.43714694,138.9696649,Nuriootpa,"2/25/2024, 9:08 AM",overhead lines,unspecified,just perching,202,Nankeen Kestrel,kesrels,Cool,Clear,Still,91,N_3,4,2
1401720,1,undetermined,20 - 50 m (pylons / tall tree height),-33.70376887,138.6434702,Clare,"2/26/2024, 9:29 AM",unspecified,soaring,unspecified,598,Little Eagle,eagles,Cool,Overcast,Wind,94,C_1,4,2
1401721,1,undetermined,20 - 50 m (pylons / tall tree height),-33.7036383,138.6433382,Clare,"2/26/2024, 9:28 AM",unspecified,soaring,unspecified,582,Little Eagle,eagles,Cool,Overcast,Wind,94,C_1,4,2
1401722,1,undetermined,1 - 20 m (poles / low tree height),-33.71976635,138.6508705,Clare,"2/26/2024, 9:06 AM",fence post,unspecified,just perching,86,Australian Hobby,falcons,Cool,Overcast,Wind,94,C_1,4,2
1401723,1,undetermined,20 - 50 m (pylons / tall tree height),-33.72347616,138.6527999,Clare,"2/26/2024, 8:59 AM",unspecified,hovering,unspecified,138,Black-shouldered Kite,kites&others,Cool,Overcast,Wind,94,C_1,4,2
1401724,1,undetermined,1 - 20 m (poles / low tree height),-33.77610088,138.6268255,Clare,"2/26/2024, 8:43 AM",unspecified,flapping,unspecified,59,Black-shouldered Kite,kites&others,Cool,Overcast,Wind,94,C_1,4,2
1401725,1,undetermined,1 - 20 m (poles / low tree height),-33.77615361,138.6267676,Clare,"2/26/2024, 8:42 AM",unspecified,hovering,unspecified,52,Black-shouldered Kite,kites&others,Cool,Overcast,Wind,94,C_1,4,2
1401726,1,undetermined,20 - 50 m (pylons / tall tree height),-33.78893613,138.6296582,Clare,"2/26/2024, 8:34 AM",unspecified,gliding and flapping (directional flight),unspecified,46,Black-shouldered Kite,kites&others,Cool,Overcast,Wind,94,C_1,4,2
1401717,1,undetermined,20 - 50 m (pylons / tall tree height),-33.90029725,138.6678231,Clare,"2/26/2024, 10:39 AM",large tree,unspecified,just perching,57,Black-shouldered Kite,kites&others,Cool,Overcast,Wind,95,C_2,4,2
1401718,1,undetermined,20 - 50 m (pylons / tall tree height),-33.87636933,138.6428935,Clare,"2/26/2024, 10:25 AM",overhead lines,unspecified,just perching,78,Nankeen Kestrel,kesrels,Cool,Overcast,Wind,95,C_2,4,2
1401716,1,undetermined,20 - 50 m (pylons / tall tree height),-33.80979584,138.5870944,Clare,"2/26/2024, 12:14 PM",unspecified,soaring,unspecified,206,Brown Falcon,falcons,Cool,Overcast,Breeze,96,C_3,4,2
1401712,1,undetermined,1 - 20 m (poles / low tree height),-32.44821639,137.8486665,Port Augusta,"2/27/2024, 8:18 AM",small tree,unspecified,just perching,43,Brown Falcon,falcons,Cool,Clear,Still,97,PA_2,4,2
1401713,1,undetermined,1 - 20 m (poles / low tree height),-32.46727469,137.8409143,Port Augusta,"2/27/2024, 8:10 AM",fence post,unspecified,just perching,49,Nankeen Kestrel,kesrels,Cool,Clear,Still,97,PA_2,4,2
1401714,1,undetermined,1 - 20 m (poles / low tree height),-32.4795842,137.8186336,Port Augusta,"2/27/2024, 7:55 AM",small tree,unspecified,just perching,106,Brown Falcon,falcons,Cool,Clear,Still,97,PA_2,4,2
1401715,1,undetermined,1 - 20 m (poles / low tree height),-32.48329091,137.80505,Port Augusta,"2/27/2024, 7:45 AM",small tree,unspecified,just perching,15,Brown Falcon,falcons,Cool,Clear,Still,97,PA_2,4,2
